"PLOT","REP","INSTN","ITW","DATESP","DORPD","NSP","LGLNSP","LGLATSP1","LGLATSP2","LGLATSP3","LGLATSP4","LGLATSP5","LGLATSP6","AVLGLATSP","THASP","THLSP1","THLSP2","AVTHSP","FTW","PW_SPT"
"605","1","CIP308328.226","23.2","2012-01-26","71.0","3.0","20.5","11.76","5.98","","","","","8.870000000000001","2.18","2.57","1.59","2.08","23.0","0.8620689655172384"
"606","2","CIP308328.226","35.3","2012-01-26","71.0","3.0","37.97","28.95","28.95","","","","","28.95","1.61","0.95","1.77","1.3599999999999999","32.04","9.235127478753537"
"607","3","CIP308328.226","17.3","2012-03-26","131.0","1.0","19.51","","","","","","","","2.1","","","","15.51","10.346820809248559"
"608","5","CIP308328.226","45.2","2012-03-19","124.0","2.0","8.03","5.73","","","","","","5.73","3.93","2.79","","2.79","42.52","5.929203539823008"
"609","1","CIP308328.60","6.0","2012-03-19","124.0","1.0","2.3","","","","","","","","2.6","","","","5.9","1.6666666666666607"
"610","4","CIP308328.60","16.2","2012-01-19","64.0","1.0","2.2","","","","","","","","2.4","","","","16.0","1.2345679012345634"
"611","5","CIP308328.60","11.1","2012-01-27","72.0","1.0","2.8","","","","","","","","1.9","","","","11.0","0.9009009009008978"
"612","1","CIP308328.74","15.9","2012-01-27","72.0","1.0","4.13","","","","","","","","2.13","","","","14.74","7.295597484276731"
"613","2","CIP308328.74","19.4","2012-01-27","72.0","1.0","4.34","","","","","","","","2.6","","","","18.09","6.752577319587623"
"614","3","CIP308328.74","16.4","2012-01-27","72.0","2.0","4.83","3.16","","","","","","3.16","2.62","1.54","","1.54","14.8","9.756097560975597"
"615","4","CIP308328.74","25.5","2012-03-27","132.0","3.0","4.94","3.1","1.64","","","","","2.37","3.15","1.08","1.43","1.255","23.54","7.686274509803925"
"616","5","CIP308328.74","27.4","2012-03-19","124.0","1.0","2.8","","","","","","","","1.89","","","","24.03","12.299270072992693"
"617","2","CIP308328.149","3.7","2012-03-19","124.0","1.0","2.1","","","","","","","","1.8","","","","2.8","24.324324324324333"
"618","3","CIP308328.149","3.8","2012-01-19","64.0","1.0","2.0","","","","","","","","2.0","","","","2.94","22.631578947368418"
"619","5","CIP308328.149","5.2","2012-01-27","72.0","1.0","2.3","","","","","","","","1.9","","","","4.3","17.307692307692314"
"620","1","CIP308328.1","10.1","2012-01-27","72.0","1.0","1.99","","","","","","","","1.16","","","","9.55","5.445544554455435"
"621","2","CIP308328.1","15.7","2012-01-27","72.0","1.0","2.64","","","","","","","","1.68","","","","15.06","4.0764331210191"
"622","3","CIP308328.1","21.3","2012-01-27","72.0","1.0","10.85","","","","","","","","4.66","","","","20.04","5.915492957746486"
"623","4","CIP308328.1","11.9","2012-01-27","72.0","1.0","8.05","","","","","","","","3.91","","","","11.18","6.050420168067232"
"624","5","CIP308328.1","10.7","2012-01-27","72.0","1.0","1.99","","","","","","","","1.12","","","","10.23","4.392523364485971"
"625","1","CIP308328.162","10.9","2012-01-27","72.0","1.0","6.51","","","","","","","","2.61","","","","9.78","10.275229357798175"
"626","2","CIP308328.162","6.7","2012-01-27","72.0","2.0","7.52","6.27","","","","","","6.27","3.3","3.04","","3.04","5.79","13.582089552238807"
"627","3","CIP308328.162","10.7","2012-01-27","72.0","1.0","7.51","","","","","","","","2.1","","","","9.39","12.242990654205595"
"628","4","CIP308328.162","8.6","2012-01-27","72.0","1.0","5.64","","","","","","","","1.84","","","","7.41","13.837209302325576"
"629","5","CIP308328.162","6.7","2012-01-27","72.0","1.0","2.2","","","","","","","","1.13","","","","5.66","15.522388059701491"
"630","1","CIP308328.146","7.8","2012-01-27","72.0","1.0","1.86","","","","","","","","1.19","","","","7.32","6.153846153846148"
"631","2","CIP308328.146","3.9","2012-01-27","72.0","1.0","3.21","","","","","","","","1.02","","","","3.57","8.461538461538463"
"632","3","CIP308328.146","7.5","2012-01-27","72.0","1.0","3.83","","","","","","","","1.7","","","","7.1","5.3333333333333375"
"633","4","CIP308328.146","9.5","2012-03-27","132.0","1.0","4.0","","","","","","","","2.91","","","","8.97","5.578947368421046"
"634","5","CIP308328.146","7.8","2012-03-09","114.0","2.0","3.91","3.49","","","","","","3.49","2.47","2.18","","2.18","7.28","6.666666666666661"
"635","1","CIP308328.167","26.1","2012-03-09","114.0","1.0","2.7","","","","","","","","1.16","","","","18.3","29.88505747126437"
"636","2","CIP308328.167","24.9","2012-03-09","114.0","1.0","2.6","","","","","","","","1.68","","","","17.1","31.32530120481927"
"637","3","CIP308328.167","22.0","2012-03-09","114.0","1.0","3.67","","","","","","","","1.84","","","","14.2","35.45454545454545"
"638","4","CIP308328.167","31.7","2012-01-09","54.0","1.0","3.91","","","","","","","","1.13","","","","23.9","24.60567823343849"
"639","5","CIP308328.167","20.7","2012-01-27","72.0","1.0","2.67","","","","","","","","1.19","","","","12.9","37.68115942028985"
"640","1","CIP308328.148","18.4","2012-01-27","72.0","3.0","3.61","3.23","2.4","","","","","2.815","2.7","2.17","1.33","1.75","17.18","6.630434782608689"
"641","2","CIP308328.148","12.3","2012-01-27","72.0","3.0","1.43","1.06","1.06","","","","","1.06","2.6","1.77","1.01","1.3900000000000001","11.47","6.747967479674796"
"642","3","CIP308328.148","16.0","2012-01-27","72.0","2.0","1.77","1.28","","","","","","1.28","1.25","0.81","","0.81","15.1","5.625000000000002"
"643","4","CIP308328.148","13.2","2012-01-27","72.0","2.0","4.26","3.67","","","","","","3.67","2.57","3.03","","3.03","12.56","4.84848484848484"
"644","5","CIP308328.148","16.6","2012-01-27","72.0","2.0","2.43","1.83","","","","","","1.83","1.21","0.8","","0.8","15.83","4.638554216867478"
"645","1","CIP308328.175","35.3","2012-01-27","72.0","1.0","4.49","","","","","","","","2.38","","","","33.55","4.957507082152975"
"646","2","CIP308328.175","15.7","2012-01-27","72.0","2.0","4.99","3.65","","","","","","3.65","2.71","1.95","","1.95","14.39","8.34394904458598"
"647","3","CIP308328.175","25.3","2012-01-27","72.0","3.0","6.42","3.69","2.24","","","","","2.965","2.31","1.21","1.54","1.375","23.56","6.877470355731233"
"648","4","CIP308328.175","13.6","2012-03-27","132.0","1.0","7.03","","","","","","","","4.16","","","","12.64","7.058823529411757"
"649","5","CIP308328.175","12.9","2012-03-09","114.0","1.0","4.67","","","","","","","","2.3","","","","12.02","6.821705426356594"
"650","1","CIP308328.215","13.1","2012-03-09","114.0","1.0","3.0","","","","","","","","2.3","","","","12.5","4.580152671755722"
"651","2","CIP308328.215","16.9","2012-03-09","114.0","1.0","2.0","","","","","","","","2.5","","","","16.3","3.550295857988153"
"652","3","CIP308328.215","28.8","2012-03-09","114.0","1.0","2.3","","","","","","","","2.1","","","","28.2","2.083333333333338"
"653","4","CIP308328.215","21.3","2012-01-09","54.0","1.0","2.1","","","","","","","","2.4","","","","20.3","4.694835680751173"
"654","5","CIP308328.215","26.3","2012-01-27","72.0","1.0","1.5","","","","","","","","1.5","","","","25.7","2.281368821292781"
"655","1","CIP308328.222","4.6","2012-01-27","72.0","1.0","3.42","","","","","","","","1.51","","","","4.27","7.1739130434782625"
"656","2","CIP308328.222","10.6","2012-01-27","72.0","1.0","9.84","","","","","","","","3.22","","","","9.33","11.981132075471693"
"657","3","CIP308328.222","6.5","2012-01-27","72.0","2.0","","2.85","2.72","","","","","2.785","","1.69","1.0","1.345","5.94","8.61538461538461"
"658","4","CIP308328.222","5.4","2012-02-27","103.0","1.0","4.35","","","","","","","","0.95","","","","4.97","7.9629629629629735"
"659","5","CIP308328.222","4.4","2012-02-27","103.0","2.0","3.47","1.87","","","","","","1.87","1.19","0.89","","0.89","3.83","12.95454545454546"
"660","1","CIP308328.61","13.9","2012-02-27","103.0","1.0","2.8","","","","","","","","2.6","","","","13.2","5.0359712230215905"
"661","2","CIP308328.61","9.6","2012-02-27","103.0","1.0","2.6","","","","","","","","2.9","","","","8.9","7.29166666666666"
"662","3","CIP308328.61","14.4","2012-02-27","103.0","1.0","3.0","","","","","","","","3.0","","","","13.7","4.861111111111118"
"663","4","CIP308328.61","10.0","2012-03-27","132.0","1.0","2.0","","","","","","","","2.0","","","","9.4","5.9999999999999964"
"664","5","CIP308328.61","14.6","2012-03-09","114.0","1.0","2.44","","","","","","","","2.3","","","","14.0","4.109589041095888"
"665","1","CIP308328.217","8.2","2012-03-09","114.0","1.0","2.3","","","","","","","","2.1","","","","7.6","7.317073170731704"
"666","2","CIP308328.217","11.0","2012-03-09","114.0","1.0","2.5","","","","","","","","1.5","","","","10.4","5.4545454545454515"
"667","3","CIP308328.217","16.8","2012-03-09","114.0","1.0","2.1","","","","","","","","1.3","","","","16.2","3.5714285714285796"
"668","4","CIP308328.217","10.0","2012-01-09","54.0","1.0","2.4","","","","","","","","1.6","","","","9.6","4.0000000000000036"
"669","5","CIP308328.217","11.9","2012-01-27","72.0","1.0","2.2","","","","","","","","1.9","","","","11.3","5.042016806722685"
"670","1","CIP308328.17","8.4","2012-01-27","72.0","3.0","4.76","2.59","2.59","","","","","2.59","2.67","1.04","1.22","1.13","7.5","10.714285714285717"
"671","2","CIP308328.17","12.0","2012-01-27","72.0","1.0","5.54","","","","","","","","3.08","","","","10.88","9.333333333333327"
"672","3","CIP308328.17","5.7","2012-01-27","72.0","1.0","1.91","","","","","","","","1.0","","","","5.34","6.315789473684216"
"673","4","CIP308328.17","11.4","2012-01-27","72.0","1.0","5.27","","","","","","","","2.65","","","","10.52","7.719298245614041"
"674","5","CIP308328.17","8.3","2012-01-27","72.0","1.0","1.83","","","","","","","","1.27","","","","7.87","5.180722891566272"
"675","1","CIP308328.169","24.7","2012-01-27","72.0","1.0","6.28","","","","","","","","2.99","","","","22.27","9.838056680161943"
"676","2","CIP308328.169","25.4","2012-01-27","72.0","1.0","7.36","","","","","","","","4.53","","","","23.52","7.401574803149604"
"677","3","CIP308328.169","32.5","2012-01-27","72.0","1.0","7.04","","","","","","","","4.34","","","","29.91","7.9692307692307685"
"678","4","CIP308328.169","15.8","2012-01-27","72.0","1.0","5.28","","","","","","","","3.78","","","","13.87","12.215189873417732"
"679","5","CIP308328.169","32.2","2012-01-27","72.0","2.0","8.7","6.21","","","","","","6.21","5.73","4.41","","4.41","30.29","5.931677018633551"
"680","1","CIP308328.71","53.5","2012-01-27","72.0","1.0","5.72","","","","","","","","3.56","","","","50.51","5.588785046728976"
"681","2","CIP308328.71","44.9","2012-01-27","72.0","1.0","3.56","","","","","","","","2.09","","","","41.4","7.795100222717149"
"682","3","CIP308328.71","47.8","2012-01-27","72.0","1.0","6.07","","","","","","","","5.12","","","","44.72","6.4435146443514615"
"683","4","CIP308328.71","50.8","2012-01-27","72.0","2.0","2.85","2.85","","","","","","2.85","2.62","1.7","","1.7","47.41","6.673228346456694"
"684","5","CIP308328.71","68.8","2012-01-27","72.0","1.0","4.7","","","","","","","","2.11","","","","66.11","3.9098837209302295"
"685","1","CIP308328.178","10.3","2012-01-27","72.0","1.0","2.28","","","","","","","","2.03","","","","9.54","7.3786407766990445"
"686","2","CIP308328.178","13.7","2012-01-27","72.0","3.0","8.88","5.69","5.27","","","","","5.48","3.7","2.19","1.98","2.085","12.1","11.67883211678832"
"687","3","CIP308328.178","10.8","2012-01-27","72.0","2.0","15.0","7.64","","","","","","7.64","1.62","2.19","","2.19","9.82","9.074074074074078"
"688","4","CIP308328.178","17.8","2012-02-27","103.0","1.0","12.05","","","","","","","","2.53","","","","15.34","13.820224719101128"
"689","5","CIP308328.178","25.2","2012-02-20","96.0","3.0","3.98","3.27","2.17","","","","","2.7199999999999998","3.21","1.65","2.15","1.9","23.62","6.269841269841263"
"690","1","CIP308328.173","12.0","2012-02-20","96.0","1.0","5.6","","","","","","","","5.9","","","","10.22","14.833333333333329"
"691","2","CIP308328.173","21.0","2012-02-20","96.0","1.0","2.3","","","","","","","","2.4","","","","19.1","9.04761904761904"
"692","3","CIP308328.173","13.3","2012-02-20","96.0","1.0","2.3","","","","","","","","1.9","","","","11.5","13.53383458646617"
"693","4","CIP308328.173","11.2","2012-02-20","96.0","1.0","2.1","","","","","","","","2.6","","","","9.5","15.178571428571422"
"694","5","CIP308328.173","23.4","2012-02-20","96.0","1.0","6.8","","","","","","","","6.8","","","","21.3","8.974358974358966"
